167.774, 56.645, 2.455, 16.688 False
167.692, 56.647, 2.457, 16.721 False
167.610, 56.649, 2.455, 16.754 False
167.528, 56.651, 2.457, 16.787 False
167.447, 56.651, 2.451, 16.820 False
167.365, 56.650, 2.448, 16.853 False
167.283, 56.646, 2.441, 16.886 False
167.202, 56.644, 2.449, 16.919 False
167.120, 56.640, 2.442, 16.952 False
167.038, 56.638, 2.450, 16.985 False
166.957, 56.633, 2.443, 17.018 False
166.875, 56.629, 2.451, 17.051 False
166.793, 56.623, 2.444, 17.084 False
166.712, 56.618, 2.453, 17.117 False
166.630, 56.612, 2.446, 17.150 False
166.548, 56.606, 2.454, 17.183 False
166.467, 56.598, 2.447, 17.216 False
166.385, 56.592, 2.456, 17.249 False
166.303, 56.583, 2.448, 17.282 False
166.222, 56.576, 2.457, 17.315 False
166.140, 56.566, 2.449, 17.348 False
166.059, 56.558, 2.458, 17.381 False
165.977, 56.547, 2.449, 17.414 False
165.896, 56.538, 2.458, 17.447 False
165.815, 56.527, 2.449, 17.480 False
165.733, 56.516, 2.458, 17.513 False
165.652, 56.504, 2.449, 17.546 False
165.571, 56.492, 2.458, 17.579 False
165.490, 56.479, 2.449, 17.612 False
165.409, 56.467, 2.459, 17.645 False
165.328, 56.452, 2.449, 17.678 False
165.247, 56.439, 2.459, 17.711 False
165.166, 56.424, 2.449, 17.744 False
165.085, 56.409, 2.459, 17.777 False
165.005, 56.393, 2.449, 17.810 False
164.924, 56.378, 2.459, 17.843 False
164.844, 56.360, 2.450, 17.876 False
164.764, 56.344, 2.459, 17.909 False
164.684, 56.325, 2.450, 17.942 False
164.603, 56.308, 2.459, 17.975 False
164.524, 56.289, 2.450, 18.008 False
164.443, 56.270, 2.460, 18.041 False
164.364, 56.250, 2.450, 18.074 False
164.284, 56.230, 2.460, 18.107 False
164.205, 56.209, 2.450, 18.140 False
164.125, 56.188, 2.460, 18.173 False
164.046, 56.165, 2.450, 18.206 False
163.967, 56.144, 2.460, 18.239 False
163.888, 56.120, 2.450, 18.272 False
163.809, 56.097, 2.460, 18.305 False
163.731, 56.073, 2.450, 18.338 False
163.652, 56.049, 2.461, 18.371 False
163.574, 56.023, 2.450, 18.404 False
163.496, 55.998, 2.461, 18.437 False
163.418, 55.971, 2.450, 18.470 False
163.340, 55.945, 2.461, 18.503 False
163.263, 55.917, 2.450, 18.536 False
163.185, 55.890, 2.461, 18.569 False
163.108, 55.861, 2.451, 18.602 False
163.031, 55.833, 2.461, 18.635 False
162.954, 55.803, 2.451, 18.668 False
162.877, 55.773, 2.462, 18.701 False
162.801, 55.742, 2.451, 18.734 False
162.725, 55.712, 2.462, 18.767 False
162.649, 55.679, 2.451, 18.800 False
162.573, 55.647, 2.462, 18.833 False
162.498, 55.614, 2.451, 18.866 False
162.424, 55.578, 2.444, 18.899 False
162.351, 55.541, 2.425, 18.932 False
162.279, 55.502, 2.430, 18.965 False
162.208, 55.462, 2.411, 18.998 False
162.137, 55.422, 2.432, 19.031 False
162.067, 55.380, 2.420, 19.064 False
161.996, 55.339, 2.439, 19.097 False
161.926, 55.296, 2.426, 19.130 False
161.856, 55.253, 2.447, 19.163 False
161.787, 55.208, 2.434, 19.196 False
161.717, 55.164, 2.454, 19.229 False
161.649, 55.117, 2.441, 19.262 False
161.580, 55.072, 2.460, 19.295 False
161.512, 55.024, 2.446, 19.328 False
161.444, 54.977, 2.464, 19.361 False
161.377, 54.928, 2.450, 19.394 False
161.310, 54.880, 2.467, 19.427 False
161.244, 54.829, 2.452, 19.460 False
161.178, 54.780, 2.469, 19.493 False
161.113, 54.728, 2.454, 19.526 False
161.047, 54.677, 2.470, 19.559 False
160.983, 54.624, 2.454, 19.592 False
160.919, 54.572, 2.470, 19.625 False
160.856, 54.518, 2.454, 19.658 False
160.792, 54.465, 2.470, 19.691 False
